images_image,images_label,next,fileName,type1,type2,flip?
"https://dkstatics-public.digikala.com/digikala-products/120353688.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دست باف دو متری کد 992004,178,1791.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/119612654.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو و نیم متری کد 5,178,1792.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114895406.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری کد 7781,178,1793.jpg,0,,0
"https://dkstatics-public.digikala.com/digikala-products/2ac267de1a766110533fd590b9561751f6f9b449_1599483118.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف نه و نیم متری طرح لچک و ترنج کد 121356,178,1794.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4652098.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو و نیم متری کد H1692,178,1795.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/112102278.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 166135,178,1796.jpg,4,l,1
"https://dkstatics-public.digikala.com/digikala-products/113653989.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 141006,178,1797.jpg,1,k,1
"https://dkstatics-public.digikala.com/digikala-products/4539936.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و چارک سی پرشیا کد 166098,178,1798.jpg,4,l,0
"https://dkstatics-public-2.digikala.com/digikala-products/110294212.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت کناره یک متری انارکیان طرح لچک ترنجی کد YM.99,178,1799.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/1850222.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم گالری نور H1253,178,1800.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/840fee9730ac85111428108c3d0179f9f01ee515_1600500295.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری کد 990719,178,1801.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/119327559.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف نه متری فراهان مدل ساوانری فرانسه کد 121311,178,1802.jpg,4,m,0
"https://dkstatics-public.digikala.com/digikala-products/113590989.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه و نیم متری سی پرشیا کد 131860,178,1803.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/4344400.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یلمه نیم متری کد 2538,178,1804.jpg,1,k,0
"https://dkstatics-public-2.digikala.com/digikala-products/111749192.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری کد 9802131,178,1805.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113092998.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174128,178,1806.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113237479.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174212,178,1807.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/120123749.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری اصفهان معینی کد 1105584,178,1808.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114400930.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع چارک کد 318,178,1809.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/117711763.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت پنج و نیم متری مدل همدان کد 468511,178,1810.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/2bae8de5e5220bb37ccec38170fe0a18cd4f40af_1602114625.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171368,178,1811.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/111950228.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 173010,178,1812.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113227000.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174192,178,1813.jpg,2,h,0
"https://dkstatics-public.digikala.com/digikala-products/112054672.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری طرح اصفهان کد 1105698,178,1814.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113816783.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری کد 1105778,178,1815.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/fcfde786f1e901f0d8e3f616f0afb1f6ed525d60_1595328892.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری مدل ایلیاتی کد 177,178,1816.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/451b9063b1b2868a2ef694204ccdff4546550a03_1596472621.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری مدل شیراز ایلیاتی کد 472486,178,1817.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/5524702.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم کد H1743,178,1818.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113581396.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو متری کد 3357-110,178,1819.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/110308406.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",تابلو فرش دستبافت بدون قاب طرح و ان یکاد کد 100,178,1820.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/115145925.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری فراهان طرح لچک ترنج کد 121268,178,1821.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/3280733.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نرمین کسا طرح ترکمنی کد NKP.A 121,178,1822.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/111231791.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری کد 1105626,178,1823.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/121131298.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری طرح نامی,178,1824.jpg,0,,0
"https://dkstatics-public.digikala.com/digikala-products/113309997.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری مدل 443108,178,1825.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119832364.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یک و نیم متری طرح علیا کد 1000,178,1826.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113234025.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174203,178,1827.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/5543349.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری طرح مود کد 1104535,178,1828.jpg,4,m,0
"https://dkstatics-public.digikala.com/digikala-products/fb4c26c64b6e30ecbc7de2245ddd24dfabedb6d0_1595840196.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یک و نیم متری کد 4006,178,1829.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/1813628.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری گالری نور کد H1001,178,1830.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/117030449.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت پنج متری مدل بختیار کد 472529,178,1831.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/112096118.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 166125,178,1832.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113228197.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174198,178,1833.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/3574469.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نیم متری کد 1103699,178,1834.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/121925562.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری مدل نهاوند کد 502162,178,1835.jpg,4,l,0
"https://dkstatics-public-2.digikala.com/digikala-products/111693841.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری کد 9802134,178,1836.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/121242008.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری کد 46,178,1837.jpg,0,,0
"https://dkstatics-public.digikala.com/digikala-products/111951451.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 173012,178,1838.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114395654.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع و نیم کد 338,178,1839.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/114857145.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نیم متری قم براتی کد 1105790,178,1840.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/120883163.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری مدل شیراز کد 496336,178,1841.jpg,5,,0
"https://dkstatics-public.digikala.com/digikala-products/111947051.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو و نیم متری سی پرشیا کد 173004,178,1842.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/118533735.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 179029,178,1843.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/c1dd94fd4db548433957dc5c0eaa5f878b3bfcb2_1600110497.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت کناره طول چهار متر کد 1104109,178,1844.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/3279664.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نرمین کسا طرح ترکمنی کد NKP.A 114,178,1845.jpg,1,t,0
"https://dkstatics-public.digikala.com/digikala-products/113747058.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری مدل 479259,178,1846.jpg,2,k,0
"https://dkstatics-public.digikala.com/digikala-products/119528915.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 174350,178,1847.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/2450968.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری گالری نور کد H1455,178,1848.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/120439268.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری کد 97002,178,1849.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/114857300.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری مدل بیجار کد 1105792,178,1850.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/110708490.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",تابلو فرش دستبافت بدون قاب طرح و ان یکاد کد 9,178,1851.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/114657749.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت پنج متری طرح نائین کد 454358,178,1852.jpg,0,,0
"https://dkstatics-public.digikala.com/digikala-products/2951783.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو نیم متری گالری نور کد H1557,178,1853.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/6f178ce3a2c9744b02515185fc47b473417f6c99_1599940759.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یک متری سی پرشیا کد 179135,178,1854.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/117508587.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری فراهان طرح لچک ترنج کد 121304,178,1855.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114060358.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف رومیزی یک دهم متری سی پرشیا کد 703005 یک جفت,178,1856.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/4115933.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت طرح ترکمن کد 1104052,178,1857.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/fa4bbf4724299d63199ef31ad39386b6132e406d_1594212422.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف 9 متری کاشان کد 99611005,178,1858.jpg,4,l,1
"https://dkstatics-public.digikala.com/digikala-products/512c7f2149a8c397dc62f27e4034206f8e800772_1599939967.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یک متری سی پرشیا کد 179134,178,1859.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/112226610.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 171112,178,1860.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/119251840.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف پنج متری سی پرشیا کد 171217,178,1861.jpg,2,t,0
"https://dkstatics-public.digikala.com/digikala-products/742491.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری سی پرشیا کد 131796,178,1862.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/3136660.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری گالری نور کد H1567,178,1863.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/121013179.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری مدل همدان کد 480487,178,1864.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/a562781352561f8f8602e2d8ef7e7bdc30b8048c_1594215129.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری کد 9509043,178,1865.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119469890.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم کد 2233,178,1866.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/114899814.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف نه متری فراهان طرح قاب قابی کد 121225,178,1867.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/4102876.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری ترکمن طرح جانمازی کد STD-008,178,1868.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/303876.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری کد 116022,178,1869.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/5080165.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چله ابریشم کد 1005,178,1870.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/114400966.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع چارک کد 317,178,1871.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/c2d6c4c0ae80192b02eb96297a35822cf4fa620e_1596473534.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری مدل کاشمر ایلیاتی کد 479135,178,1872.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/121091234.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری مدل شیراز ایلیاتی کد 474330,178,1873.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/119579669.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو نیم متری کد 15,178,1874.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/c411ff9449cde23642b5ea8701a5d5634fc7fa93_1602119970.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 171373,178,1875.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/1936415.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دوازده و نیم متری فرش هریس کد 100432,178,1876.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/112033578.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه و نیم متری سی پرشیا کد 166115,178,1877.jpg,4,l,1
"https://dkstatics-public.digikala.com/digikala-products/113237171.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف پنج و نیم متری سی پرشیا کد 174211,178,1878.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/4018379.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نیم متری کد 1104433,178,1879.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/113827506.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش کناره دستبافت طول سه و نیم متری کد 1105779,178,1880.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/114002994.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت ذرع چارک کد 319,178,1881.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/117036888.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری مدل بیجار کد 498839,178,1882.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/a7b321bd394495a61330a3ec3f4b623d3b4f1fe8_1595335600.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار و نیم متری مدل ایلیاتی کد 1040,178,1883.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/10772d3ccb7ab05811bc988182874991d6a70b4d_1595184976.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه و نیم متری مدل اصفهان کد 205,178,1884.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/111096615.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف پنج متری سی پرشیا کد 170021,178,1885.jpg,4,h,0
"https://dkstatics-public.digikala.com/digikala-products/111948084.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو و نیم متری سی پرشیا کد 173006,178,1886.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/113101290.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 174063,178,1887.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114062104.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف رومیزی سه دهم متری سی پرشیا کد 703011,178,1888.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/115169440.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری طرح دسته گلی ترنج دار کد 121285,178,1889.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/bb6ace4dc39bd819afdbcd644c88da4e55362b20_1594624181.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش متری مدل نایین 9لا کد 454329,178,1890.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/110860534.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یک متری طرح ترکمن کد STD-016,178,1891.jpg,4,t,1
"https://dkstatics-public.digikala.com/digikala-products/f67fad7cd13277d42022f331f1a8f85116e907c0_1595839247.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو متری کد 4005,178,1892.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/9b67dda84773ec5f8931d81a99e556615ca9e782_1596484957.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری مدل بیجار ایلیاتی کد 512552,178,1893.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114676238.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری طرح نائین کد 443082,178,1894.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/120883452.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت پنج و نیم متری مدل شیراز کد 496359,178,1895.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/121338861.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک و نیم متری کد 24576,178,1896.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/6ab47f67c8bc69072f9636aeea8674e8ef4cf09b_1603486989.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت نیم متری مدل گرد کد 1001,178,1897.jpg,0,,0
"https://dkstatics-public.digikala.com/digikala-products/9db6ca63e1b6075d5b520ac92da59c519a7dafdd_1599694747.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 163115 یک جفت,178,1898.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/2182547329ff30c845ca01cb41d3b1dc52504332_1603195836.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری سی پرشیا کد 171407,178,1899.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/112146259.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 166149,178,1900.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/119934925.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف شش متری سی پرشیا کد 174330,178,1901.jpg,1,k,0
"https://dkstatics-public.digikala.com/digikala-products/111071853.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری کد 1105601,178,1902.jpg,1,h,0
"https://dkstatics-public-2.digikala.com/digikala-products/111748990.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت شش و نیم متری کد 9802125,178,1903.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/113774925.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری مدل 479186,178,1904.jpg,4,k,0
"https://dkstatics-public.digikala.com/digikala-products/115173632.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف سه متری طرح گل فرنگ ترنج دار کد 121289,178,1905.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/114659940.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری طرح نائین کد 443093,178,1906.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4651129.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری کد H1699,178,1907.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/1630593.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری کد 9509041,178,1908.jpg,4,t,0
"https://dkstatics-public.digikala.com/digikala-products/120101956.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری کد 1101008,178,1909.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/111904430.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف دو و نیم متری سی پرشیا کد 173002,178,1910.jpg,2,g,0
"https://dkstatics-public.digikala.com/digikala-products/111952861.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف ذرع و نیم سی پرشیا کد 173016,178,1911.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/119376979.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف چهار متری سی پرشیا کد 174219,178,1912.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/1522727.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت سه متری گالری نور کد H1463,178,1913.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/2376519.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری گالری نور کد H1474,178,1914.jpg,1,h,0
"https://dkstatics-public.digikala.com/digikala-products/111542269.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستباف یک متری کد 9802122,178,1915.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/120041462.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت چهار متری کد 1120,178,1916.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/51a684fb8872a591c8259f893cb64cebe033a8e2_1594717772.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت دو متری کد 13947,178,1917.jpg,4,l,0
"https://dkstatics-public.digikala.com/digikala-products/4136609.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",فرش دستبافت یک متری ترکمن طرح جانمازی کد STD-011,178,1918.jpg,2,g,0
